Name,Chromosome number,Ploidy level,1C value
Iris hexagona,,,9.8
Iris histrio,20,2,28.2
Iris lacustris,,,4.2
Iris magnifica,26,,9.15
Iris maracandica,20,,7.73
Iris nelsonii,,,10.02
Iris orchiodes,,,9.3
Iris orchioides,26,,9.69
Iris pseudacorus,34,,6.43
Iris pumila,,,13.2
Iris reticulata,,,7.05
Iris siberica,28,4,2.1
Iris sintenisii,,,4
Iris stenophylla,24,2,8.53
Iris tubergeniana,20,,9.39
Iris tubergeniana,30,,11.03
Iris vicaria,,,15.03
Iris vicaria,22,,8.46
Iris zenaidae,50,,18.63
Isachne globosa,60,6,1.82
Isatis tinctoria,28,,0.58
Isonandra villosa,,,2.57
Isoplexis canariensis,56,8,1
Isoplexis chalcantha,56,8,1.02
Isothecium algarvicum,,,0.43
Isothecium alopecuroides,,,0.48
Isothecium stoloniferum,,,0.45
Ixanthus viscosus,,,1.04
Ixiolirion ledebourii,,2,1.02
Ixora arborea,,,1.39
Jacaranda cuspidifolia,,,1.3
Jacaranda mimosifolia,36,,1.18
Jacquinia aculeate,,,1.07
Jacquinia aristata,38,2,0.61
Jasminum odoratissimum,26,,1.44
Jatropha curcas,22,2,0.43
Joanesia princeps,22,2,0.8
Jubaea chilensis,32,2,2.55
Juglans regia,,,0.62
Juncus articulatus,80,8,1.83
Juncus biglumis,60,,0.57
Juncus biglumis,120,,0.61
Juncus bufonius,,,1.3
Juncus effusus,46,2,0.3
Juncus scheuchzerioides,40,4,0.35
Juncus squarrosus,40,4,0.53
Jungermannia leiantha,,,0.79
Juniperus conferta,22,2,11.98
Juniperus phoenicea,,,12.36
Juniperus rigida,22,2,12.15
Juniperus virginiana,22,2,10.82
Justicia hyssopifolia,,,2.91
Kadsura coccinea,28,,7.4
Kadsura japonica,28,,8.13
Kadsura longespicata,28,,8.85
Kaempferia scaposa,42,6,1.17
Kaschgaria brachanthemoides,18,2,7.05
Kedrostis africana,,,0.38
Kelissa brasiliensis,56,8,8.68
Kentranthus ruber,32,4,0.42
Kernera saxatilis,16,2,0.2
Khaya senegalensis,,,0.87
Kickxia scoaria,18,2,0.94
Kigelia africana,,,1.74
Kirkia acuminata,,2,0.33
Kleinia neriifolia,20,2,9.05
Kniphofia ensifolia,12,2,11.25
Kniphofia x hybrida,,,10.8
Koeleria cheesemanii,28,4,4.98
Koeleria cheesemanii,28,4,6.62
Koeleria glauca,14,2,2.6
Koeleria macrantha,14,2,2.43
Koeleria macrantha,28,4,4.66
Koeleria novozelandica,28,4,4.91
Koeleria novozelandica,28,4,5.21
Koeleria pyramidata,70,10,11.45
Koeleria tristis,,12,14.62
Koelreuteria apiculata,,,0.45
Kokia drynarioides,24,2,0.63
Krigia virginica,10,2,1.5
Kydia calycina,98,,3.7
Lablab niger,22,2,0.38
Laburnum alpinum,48,4,1.9
Laburnum anagyroides,48,4,0.8
Lachenalia hybrid,,,3.7
Lachnagrostis ammobia,98,14,12.74
Lachnagrostis billardierei,56,8,9.13
Lachnagrostis elata,98,14,13.41
Lachnagrostis filiformis,56,8,6.29
Lachnagrostis leptostachys,84,12,12.61
Lachnagrostis littoralis,56,8,6.74
Lachnagrostis lyallii,98,14,8.55
Lachnagrostis pilosa,98,14,12.33
Lachnagrostis striata,84,12,4.7
Lachnagrostis uda,98,14,12.75
Lactuca aculeata,18,2,2.75
Lactuca alpina,18,2,2.98
Lactuca altaica,18,2,3.09
Lactuca angustana,18,2,3.27
Lactuca biennis,34,4,8.17
Lactuca canadensis,34,4,8.98
Lactuca capensis,16,2,1.01
Lactuca dentata,18,2,3.2
Lactuca denticulata,18,2,3.17
Lactuca dregeana,18,2,3.03
Lactuca homblei,18,2,4.88
Lactuca indica,18,2,5.94
Lactuca livida,18,2,3.07
Lactuca palmensis,,2,1.03
Lactuca perennis,18,2,2.76
Lactuca quercina,18,2,4.36
Lactuca saligna,18,2,2.38
Lactuca sativa,18,2,2.65
Lactuca serriola,18,2,1.85
Lactuca sibirica,,,4.24
Lactuca squarrosa,18,2,3.26
Lactuca taraxacifolia,18,2,1.54
Lactuca tatarica,18,2,4.61
Lactuca tenerrima,16,2,1.18
Lactuca viminea,18,2,2.29
Lactuca virosa,18,2,3.76
Laelia rubescens,40,,1.25
Laelia tenebrosa,,,1.75
Lagarosiphon major,22,,3.25
Lagarosiphon muscoides,24,,1.8
Lagarostrobos franklinii,30,2,15.2
Lagenaria siceraria,22,2,0.34
Lagenaria vulgaris,,2,0.7
Lagerstroemia tomentosa,,,0.99
Lagurus ovatus,14,2,3.5
Lambertia formosa,,,1
Lamiastrum galeobdolon,18,2,3.25
Lamium album,18,2,1.1
Lamium argentatum,36,4,3.17
Lamium flavidum,18,2,1.71
Lamium galeobdolon,18,2,1.64
Lamium montanum,36,4,3.18
Lamium purpureum,18,2,1.1
Lannea coromandelica,30,2,0.75
Lannea grandis,,,0.63
Lantana camara,22,,2.75
Lapageria rosea,,2,6.78
Lapeirousia verecunda,,,2.13
Lapsana communis,12,2,1.18
Larix decidua,24,2,11.45
Larix gmelini,24,2,14
Larix laricina,24,2,9.5
Larix sibirica,24,2,12.3
Larix x eurolepis,24,2,15.4
Larrea cuneifolia,52,4,1.2
Larrea divaricata,26,2,0.8
Larrea nitida,26,2,0.83
Larrea tridentata,26,2,0.75
Larrea tridentata,52,4,1.28
Larrea tridentata,78,6,1.6
Latania lontaroides,28,2,3.5
Lathyrus amphicarpos,14,2,4.75
Lathyrus angulatus,14,2,4.48
Lathyrus annuus,14,2,7.23
Lathyrus aphaca,14,2,6.9
Lathyrus armenius,14,2,6.03
Lathyrus articulatus,14,2,6.08
Lathyrus basalticus,14,2,5.1
Lathyrus belinensis,14,2,7.65
Lathyrus blepharicarpus,14,2,6.65
Lathyrus cassius,14,2,7.53
Lathyrus chloranthus,14,2,6.5
Lathyrus chrysanthus,14,2,10.53
Lathyrus cicera,14,2,7
Lathyrus ciliolatus,14,2,4.93
Lathyrus cirrhosus,14,2,10.95
Lathyrus clymenum,14,2,6
Lathyrus digitatus,14,2,8.28
Lathyrus giganteus,14,2,10.05
Lathyrus gmelinii,14,2,8.97
Lathyrus gorgoni,14,2,5.75
Lathyrus grandiflorus,14,2,9.25
Lathyrus heterophyllus,14,2,9.2
Lathyrus hierosolymitanus,14,2,7
Lathyrus hirsutus,14,2,9.98
Lathyrus hirticarpus,14,2,6.55
Lathyrus inconspicuus,14,2,5.2
Lathyrus incurvus,14,2,6.08
Lathyrus laevigatus,14,2,11.23
Lathyrus latifolius,14,2,10.88
Lathyrus laxiflorus,14,2,9.58
Lathyrus maritimus,14,2,6.58
Lathyrus miniatus,14,2,3.43
Lathyrus montanus,14,2,8.28
Lathyrus mulkak,14,2,7.8
Lathyrus niger,14,2,8.28
Lathyrus nissolia,14,2,6.45
Lathyrus ochrus,14,2,6.83
Lathyrus odoratus,14,2,7.78
Lathyrus pratensis,14,2,7.35
Lathyrus pseudo-cicera,14,2,6.05
Lathyrus sativus,14,2,8.4
Lathyrus setifolius,14,2,5.18
Lathyrus spathulatus,14,2,7.58
Lathyrus sphaericus,14,2,6.85
Lathyrus sylvestris,14,2,11.48
Lathyrus tingitanus,14,2,9.05
Lathyrus tuberosus,14,2,9.3
Lathyrus vestitus,14,2,14.6
Laurus nobilis,,,3.05
Lavandula buchii,22,2,0.51
Lavandula multifida,22,2,0.51
Lavandula officinalis,,,5.65
Lavatera arborea,42,6,1.68
Lawsonia inermis,,4,0.34
Lebronnecia kokioides,26,2,1.8
Ledebouria cooperi,,,5.6
Ledebouria socialis,,,5.85
Lejeunea carvifloia,,,0.21
Lemna minor,126,6,1.46
Lemna minor,40,4,0.6
Lens culinaris,14,2,4.2
Lens esculenta,14,2,4.6
Leochilus oncidioides,42,2,1.2
Leontodon autumnalis,12,2,1.35
Leontodon hispidus,14,2,2.5
Leontodon longirostris,,,0.4
Leontodon pyrenaicus,,,1.43
Leontodon taraxacoides,8,2,0.85
Lepidium apetalum,32,4,0.37
Lepidium latifolium,40,,1.04
Lepidium sativum,24,3,0.58
Lepidium virginicum,32,4,0.33
Lepidocaryum tenue,30,2,4.1
Lepidolopsis turkestanica,18,2,5.57
Lepidothamnus intermedius,30,2,6.55
Lepidothamnus laxifolius,30,2,6.7
Lepidozia reptans,,,0.67
Leptocereus quadricostatus,22,2,0.8
Leptodon smithii,,,0.46
Leskeella nervosa,,,0.36
Leucaena collinsii,,2,0.54
Leucaena confertiflora,112,4,1.65
Leucaena cuspidata,,,0.7
Leucaena diversifolia,56,2,0.75
Leucaena diversifolia,104,4,1.36
Leucaena esculenta,56,2,0.65
Leucaena esculenta,112,4,1.28
Leucaena greggii,56,2,0.91
Leucaena involucrata,,,1.15
Leucaena lanceolata,56,2,0.73
Leucaena lempirana,,,0.44
Leucaena leucocephala,,,1.28
Leucaena macrophylla,,,0.31
Leucaena magnifica,,,0.51
Leucaena matudae,,,0.53
Leucaena multicapitula,,,0.48
Leucaena pallida,,,0.79
Leucaena pueblana,,,0.5
Leucaena pulverulenta,56,2,0.7
Leucaena retusa,56,2,0.78
Leucaena salvadorensis,,,0.91
Leucaena shannonii,52,2,0.71
Leucaena trichandra,,2,0.78
Leucaena trichodes,52,2,0.55
Leucanthemella linearis,18,2,20.2
Leucanthemum gaudinii,18,2,5.8
Leucanthemum heterophyllum,72,8,21.23
Leucanthemum laciniatum,18,2,6.5
Leucanthemum multicaule,18,2,7.78
Leucanthemum myconis,18,2,7.23
Leucanthemum pachyphyllum,90,10,22.43
Leucanthemum pallens,36,4,11.73
Leucanthemum pallens,54,6,13.68
Leucanthemum praecox,18,2,5.45
Leucanthemum subglaucum,90,10,24.83
Leucanthemum tridactylites,18,2,6.38
Leucanthemum vulgare,36,4,10.65
Leucobryum glaucum,,,0.53
Leucodon curvirostris,,,0.6
Leucodon sciuroides,,,0.45
Leucojum aestivum,22,2,31.98
Levisticum officinale,22,2,4.95
Lewisia cotyledon,,,2.55
Lewisia nevadensis,,,4.45
Lewisia pygmaea,,,4.75
Leymus akmolinensis,28,4,11.3
Leymus ambiguus,,,11.13
Leymus chinensis,28,4,9.85
Leymus flavens,28,4,12.23
Leymus racemosus,28,4,11.4
Leymus sabulosus,28,4,11.5
Leymus secalinus,28,4,10.78
Leymus triticoides,28,4,11.2
Libocedrus bidwillii,22,2,19.5
Libocedrus plumosa,22,2,20
Licuala bintulensis,28,2,1.5
Ligustrum vulgare,46,2,1.08
Lilium amabile,,,13.7
Lilium bosniacum,24,2,33.92
Lilium canadense,,,47.9
Lilium candidum,,,44.05
Lilium carniolicum,24,2,33.45
Lilium ciliatum,24,2,36.28
Lilium davidii,24,2,43.2
Lilium euxanthum,,,38.65
Lilium formosanum,24,2,36.58
Lilium longiflorum,24,2,35.2
Lilium martagon,,,46.6
Lilium pomponium,24,2,35.13
Lilium pyrenaicum,24,2,32.75
Limnanthes douglasii,10,2,1.39
Limnocharis flava,20,2,8.38
Limnophila sessiliflora,51,,0.95
Limonium angustifolium,36,4,2.53
Limonium fruticans,14,2,4.78
Limonium macrophyllum,14,2,5.45
Limonium pectinatum,12,2,2.62
Limonium perezii,14,2,4.35
Limonium perigrinum,24,2,7
Limonium purpuratum,24,2,9.68
Limonium sinuatum,16,2,3.2
Limonium vulgare,,,2.65
Linum usitatissimum,30,2,0.7
Liparis rostrata,,,9.7
Liriodendron tulipifera,38,2,0.8
Liriope muscari,108,6,10.55
Liriope spicata,108,,12.8
Litchi chinensis,,,0.7
Litsea glutinosa,48,,2.82
Lobelia dortmanna,24,,6.38
Lobularia canariensis,22,2,0.57
Lobularia libyaca,22,,0.53
Lockhartia oerstedii,14,2,1.8
Lolium canariense,14,2,2.13
Lolium italicum,14,2,2.15
Lolium loliaceum,14,2,2.75
Lolium multiflorum,14,2,2.72
Lolium perenne,14,2,2.76
Lolium persicum,14,2,3.18
Lolium remotum,14,2,3.03
Lolium rigidum,14,2,2.75
Lolium temulentum,14,2,2.86
Lonchocarpus acuminatus,22,2,0.65
Lonchocarpus agyrotrichus,22,2,0.63
Lonchocarpus andrieuxii,22,2,0.63
Lonchocarpus angusticarpus,22,2,0.5
Lonchocarpus atropurpureus,22,2,0.53
Lonchocarpus balsensis,22,2,0.63
Lonchocarpus castilloi,22,2,0.53
Lonchocarpus caudatus,22,2,0.68
Lonchocarpus chavelasii,22,2,0.58
Lonchocarpus chiangii,22,2,0.55
Lonchocarpus constrictus,22,2,0.58
Lonchocarpus cruentus,22,2,0.6
Lonchocarpus emarginatus,22,2,0.53
Lonchocarpus epigaeus,22,2,0.68
Lonchocarpus eriocarinalis,22,2,0.6
Lonchocarpus eriophyllus,22,2,0.63
Lonchocarpus guatemalensis,22,2,0.6
Lonchocarpus hermannii,22,2,0.58
Lonchocarpus hidalgensis,22,2,0.6
Lonchocarpus hintonii,22,2,0.65
Lonchocarpus huetamoensis,22,2,0.7
Lonchocarpus hughesii,22,2,0.6
Lonchocarpus lanceolatus,22,2,0.68
Lonchocarpus longipedunculatus,22,2,0.7
Lonchocarpus luteomaculatus,22,2,0.53
Lonchocarpus macrocarpus,22,2,0.65
Lonchocarpus martinezii,22,2,0.6
Lonchocarpus minimiflorus,22,2,0.58
Lonchocarpus molinae,22,2,0.55
Lonchocarpus morenoi,22,2,0.65
Lonchocarpus mutans,22,2,0.53
Lonchocarpus obovatus,22,2,0.53
Lonchocarpus parviflorus,22,2,0.58
Lonchocarpus peninsularis,22,2,0.53
Lonchocarpus phaseolifolius,22,2,0.58
Lonchocarpus phlebophyllus,22,2,0.53
Lonchocarpus punctatus,22,2,0.55
Lonchocarpus rugosus,22,2,0.55
Lonchocarpus salvadorensis,22,2,0.7
Lonchocarpus sanctuari,22,2,0.7
Lonchocarpus santarosanus,22,2,0.53
Lonchocarpus schiedeanus,22,2,0.6
Lonchocarpus schubertiae,22,2,0.68
Lonchocarpus spectabilis,22,2,0.53
Lonchocarpus torresiorum,22,2,0.63
Lonchocarpus xuul,22,2,0.73
Lonicera coerulea,,,1
Lonicera nigra,18,2,0.65
Lonicera nitida,,,0.95
Lonicera periclymenum,,,2.75
Lonicera vesicaria,18,2,3.88
Lonicera xylosteum,18,2,0.75
Lophocolea bidentata,,,0.46
Lophocolea heterophylla,,,0.24
Lophocolea heterophylla,,,0.82
Lophozia incisa,,,2.01
Lophozia ventricosa,,,1.54
Loranthus acaciae,,,15.15
Loranthus europaeus,,,8.25
Lotus alpinus,12,2,0.48
Lotus arenarius,14,2,1.13
Lotus berthelotii,28,4,1.22
Lotus borbasii,12,2,0.5
Lotus burttii,12,2,0.53
Lotus campylocladus,14,2,0.62
Lotus coimbrensis,12,2,0.45
Lotus corniculatus,24,4,1.05
Lotus corniculatus,12,2,0.48
Lotus cytisoides,14,2,1.4
Lotus dumetorum,14,2,0.61
Lotus edulis,14,2,1.1
Lotus filicaulis,12,2,0.5
Lotus glaucus,28,4,1.24
Lotus glaucus,14,2,0.62
Lotus japonicus,12,2,0.48
Lotus krylovii,12,2,0.53
Lotus mascaënsis,28,4,1.25
Lotus ornithopoides,14,2,1.3
Lotus palustris,12,2,0.75
Lotus pedunculatus,12,2,0.55
Lotus requienii,14,2,1.33
Lotus schoelleri,12,2,0.5
Lotus sessilifolius,28,4,1.26
Lotus tenuis,12,2,0.48
Lotus uliginosus,12,2,0.55
Loxococcus rupicola,32,2,3.58
Ludovia lancifolia,,,1.3
Ludwigia peruviana,,,1.13
Ludwigia pilosa,,,1.05
Luffa cylindrica,26,2,0.85
Lugoa revoluta,18,2,5.97
Lunaria biennis,,,1.85
Lunularia cruciata,,,0.67
Lupinus albicaulis,48,,1.34
Lupinus albifrons,,,0.74
Lupinus albus,,,0.6
Lupinus anatolicus,,2,0.6
Lupinus angustifolius,40,2,0.93
Lupinus arboreus,,,0.9
Lupinus arbustus,,,0.7
Lupinus argenteus,48,,0.7
Lupinus arizonicus,,,0.64
Lupinus atlanticus,38,2,0.81
Lupinus bandelierae,36,,0.69
Lupinus bracteolaris,32,,0.78
Lupinus concinnus,,,0.57
Lupinus cosentinii,32,2,0.71
Lupinus cryptanthus,40,2,0.93
Lupinus digitatus,36,2,0.69
Lupinus garfieldensis,,,0.71
Lupinus graecus,50,2,0.57
Lupinus guaraniticus,36,,0.87
Lupinus hispanicus,52,2,1.05
Lupinus lanatus,36,,0.91
Lupinus latifolius,,,0.87
Lupinus lepidus,48,,0.85
Lupinus leucophyllus,,,0.71
Lupinus linearis,32,,0.71
Lupinus linifolius,40,2,0.94
Lupinus luteolus,,,0.59
Lupinus luteus,,,1
Lupinus magnistipulatus,36,,0.94
Lupinus mexicanus,48,,1
Lupinus micranthus,52,2,0.49
Lupinus microcarpus,,,0.57
Lupinus multiflorus,,,0.93
Lupinus mutabilis,48,2,0.95
Lupinus nanus,48,,0.55
Lupinus palaestinus,42,2,0.7
Lupinus pilosus,42,2,0.63
Lupinus polyphyllus,48,,0.85
Lupinus princei,38,2,0.49
Lupinus pusillus,48,,0.54
Lupinus reitzii,36,,0.96
Lupinus rivularis,,,0.88
Lupinus semperflorens,48,,0.9
Lupinus sericeus,48,,0.72
Lupinus termis,50,2,0.57
Lupinus texensis,36,,1.22
Lupinus variicolor,,,0.84
Lupinus vavilovi,50,2,0.57
Luronium natans,38,,17.63
Luzula alpina,36,4,1.03
Luzula atrata,12,,0.63
Luzula australasica,12,,0.53
Luzula campestris,12,2,0.49
Luzula divulgata,24,4,1.05
Luzula divulgatiformis,24,2,0.42
Luzula elegans,6,,1.48
Luzula exspectata,24,2,0.48
Luzula forsteri,24,,0.7
Luzula lutea,12,,1.08
Luzula luzuloides,12,,1.15
Luzula multiflora,24,4,0.94
Luzula multiflora,36,6,1.37
Luzula nivea,12,,0.95
Luzula pallescens,12,2,0.43
Luzula pedemontana,30,,1.65
Luzula pediformis,12,,1.45
Luzula pilosa,66,,0.28
Luzula purpurea,6,,4.28
Luzula spicata,24,,1.94
Luzula sudetica,48,2,0.46
Luzula sylvatica,12,,0.78
Lycianthes asarifolia,,,1.58
Lycium chilense,24,2,1.78
Lycium chilense,48,4,3.25
Lycium elongatum,24,2,1.61
Lycium infaustum,24,2,1.92
Lycopersicon cheesemanii,24,2,0.93
Lycopersicon esculentum,24,2,1.03
Lycopersicon hirsutum,24,2,0.93
Lycopersicon humboldtii,24,2,0.93
Lycopersicon pennellii,24,2,1.23
Lycopersicon peruvianum,24,2,1.15
Lycopersicon pimpinellifolium,24,2,0.85
Lycopersicon racemiflorum,24,2,1
Lycopersicon racemigerum,24,2,1.03
Lycoris aurea,,,24.45
Lygeum spartum,40,2,13.8
Lysiana casuarinae,24,2,11.03
Lysiana exocarpi,24,2,15.28
Lysiana linearifolia,24,2,12.85
Lysiana murrayi,24,2,12.88
Lysiana spathulata,24,2,11.23
Lysiana subfalcata,24,2,11.65
Machaeranthera boltoniae,8,2,1.85
Machaeranthera brevilingulata,18,2,0.85
Machaeranthera parviflora,10,2,2.28
Machaeranthera tenuis,8,2,1.23
Macrosolen cochinchinensis,24,2,17.53
Madhuca longifolia,,,0.99
Magnolia grandiflora,,,4.53
Magnolia kobus,38,2,0.9
Magnolia liliiflora,,,4.95
Magnolia soulangiana,76,,7.1
Magnolia soulangiana,76,4,5.98
Maianthemum bifolium,,,15.3
Maianthemum canadense,,,17.35
Maianthemum dilatatum,,,16.7
Maianthemum japonicum,,,20.55
Maianthemum racemosum,,,16.95
Maireana decalvans,,,1.43
Malcolmia africana,28,,0.4
Malcolmia flexuosa,16,2,0.26
Malcolmia nana,26,,0.23
Malus communis,34,2,2.25
Malva parviflora,42,2,0.53
Malva sylvestris,42,6,1.48
Mammillaria bocasana,22,2,2.05
Mammillaria bocasana,22,2,4.88
Mammillaria boolii,22,2,4.6
Mammillaria grandiflora,22,2,5.1
Mammillaria hahniana,22,2,4.9
Mammillaria occidentalis,22,2,6.1
Mammillaria plumosa,22,2,6.63
Mammillaria rhodantha,22,2,6.95
Mammillaria san-angelensis,22,2,1.6
Mammillaria woodsii,,,1.55
Mammillaria zeilmanniana,22,2,5.78
Manfreda maculosa,,,5
Manfreda sileri,,,4.85
Manfreda undulata,,,5
Manfreda variegata,,,4.9
Mangifera indica,40,4,0.45
Manihot esculenta,72,2,0.83
Manoao colensoi,20,2,13.8
Maranta arundinacea,48,4,0.38
Maranta bicolor,52,4,0.53
Maranta leuconeura,26,,0.55
Marcetella moquiniana,28,4,0.39
Marchantia polymorpha,,,0.29
Masoala madagascariensis,32,2,2.68
Massonia depressa,,,3.36
Massonia pustulata,,,3.19
Matricaria chamomilla,18,2,3.88
Matricaria discoidea,18,2,2.45
Matricaria matricarioides,18,2,2.33
Matthiola chorassanica,12,2,1.72
Matthiola fruticulosa,12,2,1.6
Matthiola incana,14,2,2.11
Matthiola maderensis,14,2,2.29
Matthiola sinuata,14,2,2.25
Mauritia flexuosa,30,2,4.73
Mauritiella aculeata,30,2,7.28
Mausolea eriocarpa,36,2,6.9
Medemia argun,,,3.63
Medeola virginica,,,14.2
Medicago arborea,32,4,1.8
Medicago coerulea,,4,0.9
Medicago glutinosa,32,4,1.95
Medicago lupulina,16,2,0.88
Medicago quasifalcata,,4,0.85
Medicago sativa,32,4,1.75
Medicago sativa,16,2,0.86
Medicago truncatula,16,2,0.48
Medusagyne oppositifolia,,,0.33
Melaleuca leucadendra,22,,1.13
Melaleuca quinquenervia,,,0.97
Melampyrum arvense,,,8.24
Melandrium album,24,2,2.88
Melia azedarach,28,,0.43
Melia birmanica,,,0.48
Melianthus major,,,0.64
Melica ciliata,,,2.53
Melicope ternata,36,,0.93
Melilotus alba,16,2,1.33
Melilotus altissima,16,2,1.23
Melilotus officinalis,16,2,1.13
Melissa officinalis,32,4,0.8
Mentha aquatica,96,,1.5
Mentha longifolia,24,2,0.39
Mentha piperita,,,0.33
Mercurialis annua,16,2,0.66
Mercurialis annua,32,4,1.3
Mercurialis annua,56,6,1.95
Mercurialis canariensis,32,4,1.62
Mercurialis huetii,16,2,0.72
Mercurialis perennis,64,8,2.35
Merrilliodendron megacarpum,30,2,1.09
Mesembryanthemum crystallinum,,,0.43
Mespilus canescens,,3,1.14
Mespilus germanica,34,2,0.75
Metasequoia glyptostroboides,22,2,11.04
Meteorium illecebrum,,,0.44
Metzgeria conjugata,,,1.47
Metzgeria furcata,,,0.56
Metzgeria furcata,,,1.01
Mibora minima,14,2,2.75
Microbiota decussata,22,2,10.17
Microlaena avenacea,48,4,1.7
Microlaena carsei,48,4,1.63
Microlaena polynoda,48,4,1.19
Microlaena stipoides,48,4,0.92
Micromeria glomerata,,,0.44
Micromeria herpyllomorpha,,,0.38
Micromeria hyssopifolia,,,0.36
Micromeria lachnophylla,30,,0.37
Micromeria varia,30,,0.38
Microseris bigelovii,18,2,1.5
Microseris borealis,18,2,4
Microseris douglasii,18,2,1.2
Microseris elegans,18,2,1.43
Microseris laciniata,18,2,3.35
Microseris lindleyi,18,2,2
Microseris nutans,18,2,3.5
Microseris paludosa,18,2,3.1
Microseris pygmaea,,,1.43
Microseris scapigera,,,5.85
Microseris sylvatica,18,2,3.43
Microstylis wallichii,36,,2.5
Microtea scabrida,18,2,2.08
Milium effusum,28,4,3.95
Milium montianum,22,4,5.15
Milium vernale,8,2,2.88
Millettia ovalifolia,,,2
Millettia tetraptera,,,1.77
Miltonia clowesii,,,3.8
Miltonia phymatochila,,,5.73
Miltonia regnellii,60,,4.7
Mimosa invisa,26,2,0.68
Mimosa pudica,52,4,0.6
Mimusops elengi,24,,0.28
Minuartia verna,24,,1.5
Mitragyna parviflora,44,4,0.97
Mitriostigma axillaris,22,2,0.91
Mittenothamnium reptans,,,0.42
Mnium hornum,,,0.88
Mnium marginatum,,,2.05
Molinia caerulea,36,4,2.45
Momordica charantia,22,2,2.05
Monanthes anagensis,,8,0.9
Monanthes brachycaulos,36,4,0.74
Monanthes laxiflora,36,4,0.67
Monanthes muralis,36,4,0.51
Monanthes polyphylla,36,4,0.65
Monocostus uniflorus,,,1
Monosolenium tenerum,,,0.37
Monstera deliciosa,50,,4.8
Monstera obliqua,44,,9
Montia fontana,18,2,0.6
Montia perfoliata,18,2,2.18
Montinia caryophyllacea,24,2,0.57
Moraea anomala,20,2,9.53
Moraea atropunctata,12,2,14.35
Moraea bipartita,12,2,10.15
Moraea calcicola,12,2,15.78
Moraea ciliata,20,2,9.83
Moraea fugax,,2,8.63
Moraea inconspicua,20,2,9.98
Moraea tulbhagensis,24,4,31.38
Moraea unguiculata,12,2,10.63
Moraea villosa,24,4,31.38
Moricandia arvensis,28,,0.65
Morinda pubescens,,,0.62
Morinda tinctoria,22,2,0.68
Moringa pterygosperma,,,0.6
Morisia monanthos,14,2,0.79
Morus alba,,,0.85
Muellerina bidwilli,22,2,4.95
Muellerina eucalyptoides,22,2,6.45
Murraya exotica,18,2,0.73
Murraya koenigii,18,2,0.65
Murraya paniculata,18,2,0.5
Musa acuminata,22,2,0.63
Musa balbisiana,22,2,0.58
Musa beccarii,18,2,0.78
Musa laterita,22,2,0.61
Musa maclayi,20,2,0.74
Musa mannii,22,2,0.63
Musa ornata,22,2,0.62
Musa peekelii,20,2,0.77
Musa schizocarpa,22,2,0.6
Musa textilis,20,2,0.63
Musa velutina,22,2,0.62
Musa violascens,20,2,0.71
Muscari adilii,18,2,2.6
Muscari armeniacum,,,4.3
Muscari aucheri,,,4.05
Muscari comosum,18,2,6.35
Muscari latifolium,,,4.85
Muscari mcbeathianum,18,2,3.05
Muscari moschatum,18,2,6.23
Musschia aurea,32,4,0.51
Myagrum perfoliatum,14,2,0.29
Mycelis muralis,18,2,2
Mylia taylorii,9,1,7.97
Myoporum mauritianum,72,8,1.94
Myosotis palustris,64,,2.68
Myosotis scorpioides,64,,1.4
Myosurus minimus,16,2,1.1
Myrica gale,,,0.42
Myriophyllum alterniflorum,28,4,0.55
Myriophyllum proserpinacoides,48,,0.48
Myriophyllum spicatum,14,2,0.25
Myristica dactyloides,48,,1.45
Myristica fragrans,48,,1.2
Myrmecodia echinata,,,1.52
Myrrhis odorata,22,2,0.85
Myrsine africana,46,,1.23
Myzorrhiza californica,48,4,2.16
Myzorrhiza pinorum,48,4,2.32
Nandina domestica,20,2,2.2
Narcissus abscissus,14,2,13.2
Narcissus assoanus,14,2,9.4
Narcissus asturiensis,14,2,12.1
Narcissus blanchardii,28,4,25.6
Narcissus broussonetii,22,2,18.7
Narcissus bujei,14,2,15
Narcissus bulbocodium,14,2,7.1
Narcissus calcicola,14,2,13.3
Narcissus cantabricus,14,2,7.25
Narcissus cavanillesii,28,4,16.65
Narcissus cuatrecasasii,14,2,15.85
Narcissus cyclamineus,14,2,13
Narcissus dubius,50,6,33.15
Narcissus elegans,20,2,15.1
Narcissus gaditanus,14,2,9.65
Narcissus hedraeanthus,14,2,6.55
Narcissus jacetanus,14,2,11.15
Narcissus jonquilla,14,2,16.4
Narcissus longispathus,14,2,18
Narcissus lusitanicus,14,2,8.45
Narcissus miniatus,30,6,25.65
Narcissus moleroi,14,2,13.05
Narcissus nevadensis,14,2,19.1
Narcissus obesus,26,2,13.25
Narcissus pallidulus,14,2,9
Narcissus papyraceus,22,2,16.85
Narcissus poeticus,,,13.75
Narcissus primigenius,14,2,10.85
Narcissus pseudonarcissus,14,2,11.75
Narcissus pseudonarcissus,42,6,33.85
Narcissus romieuxii,28,4,14.4
Narcissus rupicola,14,2,13.3
Narcissus scaberulus,14,2,13.15
Narcissus serotinus,10,2,10.4
Narcissus tazetta,20,2,15.15
Narcissus triandrus,14,2,9.5
Narcissus viridiflorus,28,4,31.75
Nardia scalaris,,,0.4
Nardus stricta,26,2,2.1
Narthecium ossifragum,26,2,0.41
Nauclea orientalis,88,8,1.78
Nauplius intermedius,14,2,0.86
Nauplius sericeus,14,2,0.86
Navarretia squarrosa,18,2,1.32
