Name,Chromosome number,Ploidy level,1C value
Eucalyptus citriodora,22,2,0.39
Eucalyptus dunnii,22,2,0.55
Eucalyptus elata,,,0.61
Eucalyptus globulus,,2,0.58
Eucalyptus grandis,22,2,0.67
Eucalyptus pellita,22,2,0.69
Eucalyptus resinifera,22,2,0.64
Eucalyptus robusta,22,2,0.68
Eucalyptus saligna,22,2,0.74
Eucalyptus tereticornis,22,2,0.6
Eucalyptus torelliana,22,2,0.4
Eucalyptus urophylla,22,2,0.67
Eucharis grandiflora,,,16.3
Euchlaena mexicana,20,2,3.55
Euclidium syriacum,14,2,0.27
Eucnide grandiflora,,,0.6
Eucommia ulmoides,34,2,0.74
Euphorbia aphylla,20,2,2.21
Euphorbia atropurpurea,20,2,2.08
Euphorbia globosa,20,2,9.35
Euphorbia hirta,,,0.65
Euphorbia meloformis,20,2,14.3
Euphorbia nesemannii,20,2,13.43
Euphorbia obesa,20,2,13.25
Euphorbia obtusifolia,20,2,2.15
Euphorbia pentagona,20,2,9.25
Euphorbia peplus,22,2,0.35
Euphorbia polygona,20,2,14.35
Euphorbia pugniformis,20,2,9.4
Euphorbia pulcherrima,28,4,1.3
Euphorbia pulcherrima,28,4,1.65
Euphorbia valida,20,2,14.15
Eupomatia benettii,20,,1.08
Eupomatia laurina,20,,1.23
Euptelea pleiosperma,28,,0.67
Eurhynchium angustirete,,,0.45
Eurhynchium hians,,,0.43
Eurhynchium praelongum,,,0.39
Eurhynchium striatum,,,0.46
Eustoma grandiflorum,72,8,1.63
Eustrephus latifolius,,,1.25
Eutaxia microphylla,,,1.62
Euterpe precatoria,36,2,5.3
Exochorda giraldii,16,2,0.55
Fagara zanthoxyloides,72,,3.28
Fagus sylvatica,24,2,0.56
Fallopia baldschuanica,20,2,0.98
Fallopia cilinodis,22,2,1.1
Fallopia convolvulus,40,4,0.73
Fallopia dumetorum,20,2,0.35
Fallopia japonica,44,4,1.28
Fallopia japonica,88,8,3.25
Fallopia multiflora,22,2,0.7
Fallopia sachalinensis,44,4,1.33
Ferula communis,22,2,1.45
Festuca actae,42,6,8.26
Festuca acuminata,14,2,3.29
Festuca airoides,14,2,2.44
Festuca alpestris,14,2,4.45
Festuca alpina,14,2,2.19
Festuca altaica,28,4,7.5
Festuca altissima,14,2,4.47
Festuca amethystina,28,4,6.49
Festuca ampla,28,4,4.37
Festuca arundinacea,28,4,4.28
Festuca arundinacea,56,8,6.33
Festuca arundinacea,70,10,7.58
Festuca arundinacea,42,6,8.49
Festuca arvernensis,14,2,1.94
Festuca arvernensis,28,4,4.55
Festuca auquieri,28,4,4.73
Festuca balcanica,14,2,3.71
Festuca billyii,42,6,6.68
Festuca bosniaca,14,2,3.49
Festuca brachyphylla,42,6,5.88
Festuca brevipila,42,6,6.28
Festuca brigantina,56,8,10.06
Festuca callieri,28,4,4.89
Festuca calva,14,2,3.65
Festuca carnuntina,42,6,6.97
Festuca cinerea,28,4,4.98
Festuca circummediterranea,14,2,2.72
Festuca circummediterranea,28,4,4.99
Festuca contracta,42,6,7.53
Festuca coxii,56,8,10.75
Festuca csikhegyensis,28,4,4.73
Festuca dalmatica,28,4,4.96
Festuca deflexa,42,6,8.01
Festuca degenii,28,4,5.04
Festuca donax,14,2,3.6
Festuca drymeia,14,2,4.89
Festuca durandoi,28,4,7.33
Festuca duriotagana,70,10,10.14
Festuca duvalii,28,4,5.07
Festuca eggleri,14,2,2.43
Festuca elegans,28,4,6.16
Festuca exaltata,14,2,4.86
Festuca extremiorientalis,28,4,6.74
Festuca filiformis,14,2,2.51
Festuca gamisansii,70,10,12.04
Festuca gautieri,14,2,3.06
Festuca gigantea,56,8,7.23
Festuca gigantea,42,6,10.38
Festuca glauca,42,6,7.11
Festuca guestfalica,28,4,4.89
Festuca guinochetii,70,10,11.46
Festuca hallerii,14,2,2.7
Festuca henriquesii,14,2,2.93
Festuca heteromalla,56,8,8.2
Festuca heteropachys,28,4,4.92
Festuca heterophylla,28,4,5.66
Festuca hirtovaginata,42,6,6.99
Festuca humifusa,14,2,2.62
Festuca idahoenis,28,4,5.14
Festuca inops,14,2,2.44
Festuca laevigata,56,8,9.36
Festuca laxa,28,4,6.47
Festuca lemanii,42,6,6.98
Festuca lenensis,14,2,2.68
Festuca longifolia,42,6,6.35
Festuca luciarum,56,8,9.93
Festuca madida,28,4,4.85
Festuca mairei,28,2,3.95
Festuca malyschevii,14,2,3.49
Festuca matthewsii,42,6,8.13
Festuca nigrescens,42,6,6.62
Festuca norica,14,2,3.09
Festuca novae-zelandiae,42,6,8.42
Festuca ovina,,,4.75
Festuca ovina,14,2,2.41
Festuca pallens,14,2,2.53
Festuca paniculata,14,2,3.82
Festuca paniculata,28,4,7.51
Festuca picturata,14,2,2.9
Festuca pirinica,14,2,2.63
Festuca polesica,14,2,2.6
Festuca pratensis,14,2,2.23
Festuca pratensis,28,4,5.63
Festuca psammophila,14,2,2.46
Festuca pseudodalmatica,28,4,4.83
Festuca pseudovaginata,28,4,4.92
Festuca pseudovaria,42,6,9.48
Festuca pseudovina,14,2,2.21
Festuca pumila,14,2,3.46
Festuca riccerii,42,6,7.03
Festuca riloensis,14,2,2.84
Festuca robustifolia,70,10,11.15
Festuca rothmaleri,42,6,6.83
Festuca rubra,42,6,4.73
Festuca rubra,56,8,8.49
Festuca rupicaprina,14,2,2.48
Festuca rupicola,42,6,7.27
Festuca saxatilis,42,6,7.18
Festuca scariosa,14,2,2.68
Festuca staroplaninica,42,6,6.92
Festuca stenantha,14,2,2.69
Festuca stricta,42,6,7.03
Festuca stricta,56,8,9.24
Festuca summilusitana,70,10,10.92
Festuca summilusitana,84,12,12.84
Festuca supina,28,4,4.96
Festuca tatrae,14,2,3.5
Festuca taurica,14,2,2.34
Festuca trichophylla,42,6,6.56
Festuca tristis,28,4,6.46
Festuca ulochaeta,42,6,7.13
Festuca ultramafica,56,8,10.31
Festuca vaginata,14,2,2.45
Festuca valesiaca,14,2,2.28
Festuca valida,28,4,9.02
Festuca versicolor,14,2,3.56
Festuca violacea,14,2,2.57
Festuca vivipara,28,4,4.96
Festuca wagneri,28,4,4.75
Festuca xanthina,14,2,3.99
Fibigia clypeata,16,2,1.25
Fibigia eriocarpa,16,2,1.29
Ficus amplissima,26,2,0.73
Ficus bengalensis,26,2,0.73
Ficus benjamina,26,2,0.73
Ficus carica,,,0.37
Ficus elastica,26,2,0.73
Ficus elastica,39,3,1.05
Ficus krishnae,26,2,0.73
Ficus mysorensis,26,2,0.68
Ficus pandurata,26,2,0.73
Ficus pumila,26,2,0.7
Ficus racemosa,26,2,0.73
Ficus religiosa,26,2,0.7
Ficus retusa,26,2,0.7
Ficus rumphii,26,2,0.7
Ficus trigonata,26,2,0.73
Filifolium sibiricum,18,2,4.72
Firmiana colorata,40,,1.65
Fissidens adianthoides,,,0.64
Fissidens dubius,,,0.36
Fissidens subbasilaris,,,0.28
Fissidens taxifolius,,,0.33
Flagellaria guineensis,38,2,0.9
Flemingia bracteata,22,2,1.6
Flemingia macrophylla,22,2,1.78
Flemingia strobilifera,22,2,1.5
Foeniculum vulgare,22,2,4.55
Fokienia hodhinii,22,2,12.53
Fontinalis antipyretica,,,0.59
Fontinalis squamosa,,,0.6
Forsskaolea angustifolia,22,2,0.32
Forsstroemia trichomitria,,,0.56
Fortunatia arida,34,2,9.28
Fortunatia biflora,30,2,10.45
Fortunella hindsii,36,4,0.64
Fosterella penduliflora,,,0.93
Fosterella villosula,,,0.93
Fouquieria splendens,24,4,0.53
Fragaria moschata,42,6,0.35
Fragaria virginiana,56,8,0.4
Fragaria viridis,14,2,0.1
Fragaria x ananassa,56,8,0.61
Frangula alnus,,,0.54
Fraxinus angustifolia,,,0.89
Fraxinus excelsior,46,2,0.98
Freesia alba,22,2,1.6
Freycinetia multiflora,,,0.4
Friesodielsia obovata,,,0.43
Fritillaria acmopetala,24,2,66.25
Fritillaria affinis,,2,45.63
Fritillaria alfredae,,2,57.1
Fritillaria assyriaca,48,4,127.4
Fritillaria assyriaca,,2,53.4
Fritillaria assyriaca,,3,77.55
Fritillaria aurea,24,2,81.9
Fritillaria camschatcensis,,3,56.13
Fritillaria crassifolia,24,2,66.55
Fritillaria davidii,,2,31.13
Fritillaria davisii,24,2,69.45
Fritillaria eastwoodiae,,2,48.63
Fritillaria elwesii,,,103.65
Fritillaria fleischeri,24,2,77.08
Fritillaria gibbosa,,2,42.45
Fritillaria glauca,,2,48.88
Fritillaria glaucoviridis,24,2,84.03
Fritillaria graeca,24,2,66.13
Fritillaria gussichae,24,2,49.45
Fritillaria imperialis,24,2,42.95
Fritillaria karadaghensis,24,2,81.6
Fritillaria koidzumiana,24,2,77.38
Fritillaria liliacea,24,2,44.8
Fritillaria maximowiczii,,2,30.75
Fritillaria meleagris,24,2,47.3
Fritillaria olivieri,24,2,58.55
Fritillaria oranensis,24,2,74.33
Fritillaria pallidiflora,24,2,43.7
Fritillaria persica,24,2,39.88
Fritillaria pinardii,24,2,65.55
Fritillaria platyptera,24,2,86.05
Fritillaria pudica,,3,66.38
Fritillaria pyrenaica,,2,40.15
Fritillaria raddeana,24,2,45.55
Fritillaria rhodocanakis,24,2,67.45
Fritillaria ruthenica,,2,51.1
Fritillaria sewerzowii,,2,42.33
Fritillaria thunbergii,24,2,38.88
Fritillaria tubiformis,,2,42.25
Fritillaria tuntasia,,2,52.48
Fritillaria uva-vulpis,36,3,89.2
Fritillaria verticillata,24,2,36.63
Froesiodendron surinmense,,,1.03
Frullania dilatata,,,0.55
Frullania dilatata,,,0.75
Fumaria muralis,28,4,0.55
Funaria hygrometrica,,,0.4
Furcraea selloa,,,3.8
Gagea lutea,72,6,19.75
Gagea wilczekii,,,8.68
Galanthus alpinus,24,2,31.1
Galanthus alpinus,36,3,46.3
Galanthus cilicicus,24,2,32.85
Galanthus elwesii,24,2,27.65
Galanthus elwesii,48,4,53.3
Galanthus elwesii,72,6,78.7
Galanthus fosteri,24,2,27.5
Galanthus gracilis,24,2,27.35
Galanthus ikariae,24,2,34.35
Galanthus koenenianus,24,2,28.6
Galanthus krasnovii,24,2,45.15
Galanthus lagodechianus,72,6,82.15
Galanthus nivalis,24,2,36.1
Galanthus nivalis,36,3,52.65
Galanthus peshmenii,24,2,28.2
Galanthus platyphyllus,24,2,45.2
Galanthus plicatus,24,2,27.7
Galanthus reginae-olgae,24,2,35.05
Galanthus rizehensis,24,2,24.25
Galanthus rizehensis,36,3,36.45
Galanthus transcaucasicus,24,2,40.95
Galanthus transcaucasicus,48,4,80.6
Galanthus trojanus,24,2,28.45
Galanthus woronowii,24,2,28.15
Galaxia fugacissima,18,2,2.78
Galinsoga parviflora,16,2,1.25
Galium aparine,,,1.03
Galium palustre,,,1.3
Galium saxatile,44,4,1.45
Galium sterneri,44,4,1
Galium verum,,,1.98
Galopina circaeoides,22,2,0.55
Gardenia resiniflua,,,1.3
Garrya fremontii,,2,1.52
Gasteria acinacifolia,14,2,19.35
Gasteria acinacifolia,28,4,38.3
Gasteria batesiana,14,2,21.55
Gasteria baylissiana,14,2,18.05
Gasteria bicolor,14,2,18
Gasteria brachyphylla,14,2,17.6
Gasteria brachyphylla,28,4,33.1
Gasteria carinata,14,2,19.1
Gasteria croucheri,14,2,19.35
Gasteria decipiens,14,2,15.9
Gasteria disticha,14,2,17.85
Gasteria ellaphieae,14,2,17.55
Gasteria excelsa,14,2,18.7
Gasteria excelsa,28,4,36
Gasteria glauca,14,2,17.75
Gasteria glomerata,14,2,17.75
Gasteria nitida,14,2,17.6
Gasteria pendulifolia,14,2,19.3
Gasteria pillansii,14,2,18.3
Gasteria polita,14,2,17.7
Gasteria pulchra,14,2,15.85
Gasteria rawlinsonii,14,2,16.8
Gasteria vlokii,14,2,17.7
Gastrochilus dasyogon,38,,5.63
Gelasine azureus,12,,1.75
Gelonium multiflorum,22,2,1.18
Genista benehoavensis,,4,2.3
Genlisea aurea,,,0.06
Genlisea hispidula,,,1.54
Genlisea lobata,16,,1.31
Genlisea margaretae,,,0.06
Genlisea uncinata,,,1.02
Genlisea violacea,,,1.03
Gentiana cruciata,,,4.43
Gentiana tibetica,,,3.73
Geonoma interrupta,28,2,3.63
Gerbera hybrida,,2,2.55
Gerbera piloselloides,,,3.85
Gerbera viridifolia,,,3.85
Gesnouinia arborea,20,2,0.51
Gethyllis britteniana,12,2,23.43
Gethyllis villosa,12,2,22.83
Gibasis consobrina,10,2,11
Gibasis consobrina,20,4,20.33
Gibasis heterophylla,12,2,8.58
Gibasis karwinskyana,10,2,8.85
Gibasis karwinskyana,20,4,17.03
Gibasis linearis,12,2,10.2
Gibasis linearis,18,3,15.83
Gibasis matudae,10,2,17.78
Gibasis pulchella,10,2,21.05
Gibasis rhodantha,12,2,11.4
Gibasis rhodantha,20,4,19.08
Gibasis rhodantha,32,,27.38
Gibasis schiedeana,10,2,8.9
Gibasis schiedeana,16,4,16.13
Gibasis speciosa,10,2,10.48
Gibasis speciosa,22,4,20.48
Gibasis venustula,12,2,5.43
Gillenia stipulata,,,0.51
Gillenia trifoliata,,2,0.42
Ginkgo biloba,24,2,9.95
Gladiolus virescens,30,2,1.38
Glaucium corniculatum,12,2,0.6
Gleditschia sinensis,28,2,1.23
Gleditsia ferox,28,2,0.95
Gleditsia sinensis,28,2,1.05
Globularia salicina,16,2,0.42
Glyceria fluitans,40,4,1.73
Glyceria maxima,60,6,6.13
Glycine arenaria,40,2,1.2
Glycine argyrea,40,2,1.28
Glycine canescens,40,2,0.95
Glycine clandestina,40,2,1.2
Glycine curvata,40,2,1.5
Glycine cyrtoloba,40,2,1.33
Glycine falcata,40,2,1.65
Glycine latifolia,40,2,1.08
Glycine latrobeana,40,2,1.35
Glycine max,40,2,1.13
Glycine microphylla,40,2,1
Glycine soja,40,2,1.15
Glycine tabacina,40,2,1
Glycine tabacina,80,4,2.03
Glycine tomentella,40,2,1.13
Glycine tomentella,80,4,2.13
Glyptostrobus pensilis,22,2,9.99
Gnetum costatum,,,3.98
Gnetum gnemon,,,3.87
Gnetum ula,22,2,2.25
Gnidia polystachya,18,,0.84
Gomesa flexuosa,,,1.1
Gonospermum canariense,18,2,6.12
Gonospermum fruticosum,18,2,6.15
Goodenia mimuloides,16,2,0.52
Goodyera repens,,2,4.85
Gossypioides herbaceum,26,2,1.85
Gossypioides kirkii,24,2,0.63
Gossypioides raimondii,26,2,1
Gossypium anomalum,26,2,1.39
Gossypium arboreum,26,2,1.72
Gossypium areysianum,26,2,1.7
Gossypium aridum,26,2,0.94
Gossypium armourianum,26,2,0.88
Gossypium australe,26,2,1.88
Gossypium barbadense,52,4,3
Gossypium barbadense,26,2,2.51
Gossypium barbosanum,26,2,1.75
Gossypium bickii,26,2,1.8
Gossypium capits-virdis,26,2,1.38
Gossypium cunninghamii,26,2,2.56
Gossypium darwinii,26,2,2.42
Gossypium davidsonii,26,2,0.93
Gossypium enthyle,26,2,2.63
Gossypium exiguum,26,2,2.52
Gossypium gossypioides,26,2,0.86
Gossypium harknessii,26,2,0.93
Gossypium herbaceum,26,2,1.71
Gossypium hirsutum,52,4,2.4
Gossypium incanum,26,2,1.9
Gossypium klotzschianum,26,2,0.9
Gossypium laxum,26,2,0.96
Gossypium lobatum,26,2,0.96
Gossypium longicalyx,26,2,1.34
Gossypium marchantii,26,2,2.68
Gossypium mustelinum,26,2,2.43
Gossypium nelsonii,26,2,1.8
Gossypium nobile,26,2,2.84
Gossypium pilosum,26,2,2.55
Gossypium raimondii,26,2,0.9
Gossypium robinsonii,26,2,2
Gossypium rotundifolium,26,2,2.51
Gossypium somalense,26,2,1.53
Gossypium stocksii,26,2,1.57
Gossypium sturtianum,26,2,2.06
Gossypium thurberi,26,2,0.86
Gossypium tomentosum,26,2,2.44
Gossypium trilobum,26,2,0.87
Gossypium triphyllum,26,2,1.68
Gossypium turneri,26,2,0.93
Grammatophyllum scriptum,,,1.7
Graptopetalum bellum,,,4.2
Graptopetalum macdougallii,,,3.35
Greenovia aizoon,36,4,0.49
Greenovia dodrendalis,36,4,0.47
Grevillea robusta,20,2,0.83
Guaiacum officinale,,,0.47
Guatteria schlechtendaliana,28,4,1
Guatteriopsis hispida,28,4,1.1
Guihaia argyrata,36,2,5.95
Guillenia lasiophyllum,28,,0.38
Guizotia abyssinica,30,2,3.85
Guizotia reptans,30,2,1.83
Guizotia scabra,30,2,2.65
Guizotia schimperi,30,2,2.15
Guizotia villosa,30,2,2.1
Guizotia zavattarii,30,2,5.68
Gunnera manicata,34,2,7.44
Gymnostoma deplancheana,16,2,0.38
Gynandriris setifolia,12,2,10.45
Gypsophila repens,34,2,0.7
Habenaria edgeworthii,42,2,7.7
Habenaria pectinata,42,2,15.48
Haberlea rhodopensis,,,1.4
Haemanthus albiflos,32,,38
Haemanthus katherinae,18,2,58.85
Hakea dactyloides,,,0.97
Hakea tephrosperma,,,0.95
Hakea teretifolia,,,0.93
Haldina cordifolia,44,4,1.32
Halimium atriplicifolium,18,2,1.83
Halimium calycinum,18,2,3.81
Halimium halimifolium,18,2,2.36
Halimium lasianthum,18,2,3.12
Halimium ocymoides,18,2,2.76
Halimium umbellatum,18,2,1.91
Halocarpus bidwillii,18,2,7.85
Halocarpus biformis,24,2,11.7
Halocarpus kirkii,22,2,7.85
Hamamelis virginiana,24,,0.59
Hamelia patens,24,2,1.53
Hampea appendiculata,26,2,2.95
Hanguana malayana,,,1.65
Haplopappus gracilis,4,2,2.05
Haplopappus ravenii,8,2,0.85
Haplopappus wigginsii,8,2,1.78
Haynaldia villosa,14,2,5.35
Hechtia epigyna,50,2,0.48
Hechtia matudae,,,0.47
Hedera algeriensis,,,2.9
Hedera canariensis,48,2,1.4
Hedera caucasigena,,,1.7
Hedera colchica,192,8,5.45
Hedera helix,48,4,1.48
Hedera hibernica,,,3
Hedinia tibetica,24,,0.46
Hedwigia ciliata,,,0.3
Hedwigia stellata,,,0.25
Hedypnois cretica,,,1.7
Hedysarum aucheri,16,2,2.83
Hedysarum nitidum,16,2,2.7
Hedysarum pestalozzae,16,2,2.75
Hedysarum pycnostachyum,16,2,2.33
Hedysarum rotundifolium,16,2,3.38
Hedysarum varium,16,2,2.45
Helcia sanguinolenta,,,3.83
Helianthemum nummularium,20,4,2.23
Helianthus agrestis,34,2,12.95
Helianthus angustifolius,34,2,6.1
Helianthus annuus,34,2,2.43
Helianthus anomalus,34,2,5.6
Helianthus argophyllus,34,2,4.43
Helianthus bolanderi,34,2,4.4
Helianthus debilis,34,2,3.3
Helianthus deserticola,34,2,5.75
Helianthus divaricatus,34,2,8.45
Helianthus exilis,34,2,4.8
Helianthus giganteus,34,2,4.83
Helianthus heterophyllus,34,2,4.9
Helianthus microcephalus,34,2,5.1
Helianthus neglectus,34,2,3.2
Helianthus niveus,34,2,3.65
Helianthus paradoxus,34,2,5.35
Helianthus petiolaris,34,2,3.4
Helianthus praecox,34,2,3.53
Helianthus radula,34,2,5.88
Helianthus tuberosus,102,6,12.55
Heliconia rostrata,24,2,0.45
Helictotrichon pubescens,14,2,6.28
Heliophila amplexicaulis,,,0.38
Heliophila coronopifolia,20,,0.43
Helleborus argutifolius,32,2,9.45
Helleborus atrorubens,32,2,14.8
Helleborus cyclophyllus,32,2,14.95
Helleborus dumetorum,32,2,16.2
Helleborus foetidus,32,2,11.65
Helleborus lividus,32,2,9.5
Helleborus multifidus,32,2,14.8
Helleborus niger,16,2,11.38
Helleborus niger,32,2,14
Helleborus odorus,32,2,15.35
Helleborus orientalis,32,2,14.85
Helleborus purpurascens,32,2,15.25
Helleborus thibetanus,32,2,17.85
Helleborus torquatus,32,2,14.9
Helleborus vesicarius,32,2,14.15
Helleborus viridis,32,2,15.2
Heloniopsis orientalis,,,2.68
Hemigyrosa canescens,26,,0.88
Hemiphylacus alatostylus,112,,4.18
Hepatica acutiloba,14,2,20.15
Hepatica americana,14,2,20.1
Hepatica asiatica,14,2,21.1
Hepatica falconeri,14,2,15.1
Hepatica henryi,28,4,32.9
Hepatica insularis,14,2,20.85
Hepatica maxima,14,2,20.85
Hepatica nobilis,14,2,19.15
Hepatica nobilis,28,4,44.6
Hepatica transsilvanica,28,4,33.25
Hepatica yamatutai,28,4,35.5
Heracleum sphondylium,22,2,1.9
Herminium gramineum,40,2,7.4
Hermodactylus tuberosa,,,13.8
Hernandia nymphaeifolia,,,2.39
Herniaria glabra,18,2,0.53
Herzogiella seligeri,,,0.41
Hesperaloe parviflora,,,4
Hesperantha bachmannii,26,2,0.48
Hesperoxiphion herrerae,14,2,1.33
Hesperoxiphion huilense,14,2,4.38
Hesperoxiphion peruvianum,14,2,1.35
Hesperoyucca whipplei,60,,3.9
Heteranthelium piliferum,14,2,4.48
Hevea brasiliensis,38,2,2.15
Hevea camargoana,38,2,2.08
Hexaglottis namaquana,12,2,8.93
Hibiscus cannabinus,36,,1.53
Hieracium aurantiacum,36,4,3.53
Hieracium aurantiacum,45,5,4.76
Hieracium bauhini,45,5,4.48
Hieracium bauhinii,36,4,4.14
Hieracium bauhinii,54,6,5.7
Hieracium bauhinii,63,7,6.93
Hieracium bifurcum,45,5,4.62
Hieracium blyttianum,36,4,3.61
Hieracium brachiatum,36,4,3.45
Hieracium brachiatum,54,6,5.15
Hieracium brachiatum,45,5,4.63
Hieracium brachiatum,63,7,6.6
Hieracium brachiatum,72,8,7.65
Hieracium caespitosum,45,5,4.53
Hieracium caespitosum,36,4,4.11
Hieracium cymosum,18,2,2.08
Hieracium cymosum,36,4,3.96
Hieracium cymosum,45,5,5.03
Hieracium echioides,18,2,2.16
Hieracium echioides,27,3,3.24
Hieracium echioides,36,4,4.28
Hieracium echioides,45,5,5.28
Hieracium floribundum,,5,5.2
Hieracium floribundum,36,4,4.1
Hieracium glomeratum,36,4,4.13
Hieracium glomeratum,45,5,5.1
Hieracium hoppeanum,18,2,1.77
Hieracium iseranum,36,4,3.94
Hieracium lactucella,18,2,1.83
Hieracium leptophyton,63,7,5.75
Hieracium macrostolonum,,6,5.49
Hieracium onegense,18,2,2.12
Hieracium pavichii,,2,1.97
Hieracium pilosella,36,4,3.45
Hieracium pilosella,45,5,4.31
Hieracium pilosella,54,6,5.22
Hieracium pilosella,63,7,6.06
Hieracium piloselliflorum,36,4,3.77
Hieracium piloselliflorum,45,5,4.5
Hieracium piloselliflorum,54,6,5.35
Hieracium piloselloides,36,4,3.68
Hieracium piloselloides,,,1.08
Hieracium rothianum,36,4,4.07
Hieracium rubrum,54,6,5.53
Hieracium scandinavicum,,4,4.08
Hieracium schultesii,,3,2.77
Hieracium schultesii,36,4,3.73
Hieracium schultesii,45,5,4.59
Hieracium stoloniflorum,36,4,3.63
Hierochloe brunonis,84,12,13.91
Hierochloe equiseta,42,6,9.05
Hierochloe fusca,84,12,13.78
Hierochloe novae-zelandiae,28,4,6.27
Hierochloe redolens,84,12,14.99
Hildebrandtiella guyanensis,,,0.37
Hippeastrum cybister,,,17.3
Hippeastrum elwesii,,,10.6
Hippeastrum papilio,,,14.55
Hippeastrum parodii,22,2,14.98
Hippeastrum reticulatum,,,14.35
Hippolytia megacephala,18,2,6.24
Hirschfeldia incana,16,2,0.52
Hitchenia caulina,42,6,1.12
Holarrhena pubescens,,,0.79
Holcus lanatus,14,2,1.7
Holcus mollis,28,4,2.78
Holcus mollis,35,5,4.1
Holomitrium arboreum,,,0.17
Holomitrium arboreum,,,0.27
Holoptelea integrifolia,28,,0.68
Homalia besseri,,,0.46
Homaliodendron decompositum,,,0.5
Homalomena rubescens,34,,9.14
Homalothecium lutescens,,,0.48
Homalothecium nitens,,,0.34
Homalothecium philippeanum,,,0.45
Homalothecium sericeum,,,0.45
Homeria bifida,12,2,12.65
Homeria flaccida,24,4,17.85
Homeria pendula,12,2,9.75
Homomallium incurvatum,,,0.35
Hoodia gordonii,,,2.45
Hookeria lucens,,,1.61
Hordeum arizonicum,42,6,12.34
Hordeum bogdanii,14,2,4.98
Hordeum brachyantherum,14,2,4.83
Hordeum brachyantherum,28,4,9.29
Hordeum brachyantherum,42,6,14.45
Hordeum brevisubulatum,28,4,8.91
Hordeum brevisubulatum,42,6,13.46
Hordeum brevisubulatum-violaceum,14,2,4.98
Hordeum bulbosum,14,2,5.5
Hordeum bulbosum,28,4,11.05
Hordeum californicum,14,2,4.75
Hordeum capense,28,4,9.87
Hordeum chilense,14,2,5.45
Hordeum comosum,14,2,4.63
Hordeum cordobense,14,2,4.6
Hordeum depressum,28,4,7.76
Hordeum erectifolium,14,2,4.75
Hordeum euclaston,14,2,3.43
Hordeum flexuosum,14,2,4.43
Hordeum fuegianum,28,4,8.95
Hordeum geniculatum,14,2,5.4
Hordeum geniculatum,28,4,10.78
Hordeum glaucum,28,4,10.65
Hordeum glaucum,14,2,5.5
Hordeum haplophilum,14,2,4.43
Hordeum hystrix,14,2,5.03
Hordeum intercedens,14,2,3.51
Hordeum jubatum,28,4,10.85
Hordeum lechleri,42,6,13.32
Hordeum leporinum,28,4,10.88
Hordeum leporinum,42,6,16.4
Hordeum marinum,14,2,5.5
Hordeum marinum,28,4,9.82
Hordeum murinum,14,2,5.55
Hordeum murinum,28,4,11.1
Hordeum muticum,14,2,4.79
Hordeum parodii,42,6,13.1
Hordeum patagonicum,14,2,4.58
Hordeum procerum,42,6,13.59
Hordeum pubiflorum,14,2,4.32
Hordeum pusillum,14,2,5.53
Hordeum roshevitsii,14,2,5.53
Hordeum secalinum,28,4,11.2
Hordeum spontaneum,14,2,5.5
Hordeum stenostachys,14,2,5.03
Hordeum tetraploidum,28,4,8.94
Hordeum violaceum,14,2,5.5
Hordeum vulgare,14,2,5.55
Hornungia petraea,12,2,0.17
Hornungia procumbens,12,2,0.21
Horsfieldia iriya,50,,1.73
Hosta capitata,60,2,9.65
Hosta clausa,60,2,9.6
Hosta clausa,90,3,14.25
Hosta crispula,,,11.35
Hosta gracillima,60,2,11.05
Hosta hypoleuca,60,2,12.75
Hosta jonesii,60,2,8.75
Hosta kikutii,60,2,11.4
Hosta kiyosumiensis,60,2,12.15
Hosta longipes,60,2,13
Hosta longissima,60,2,9.8
